state	name	total.pop	white	black	hispanic	asian
GA	"georgia,lumpkin"	29966	91.8	2.9	4.5	0.5
GA	"georgia,mcduffie"	21875	56.3	41.2	2.2	0.3
GA	"georgia,mcintosh"	14333	60.8	37.2	1.6	0.3
GA	"georgia,macon"	14740	33.7	61.6	3.6	1.3
GA	"georgia,madison"	28120	85.7	9.6	4.1	0.6
GA	"georgia,marion"	8742	58.3	34.3	6.5	0.9
GA	"georgia,meriwether"	21992	57.3	40.3	1.6	0.6
GA	"georgia,miller"	6125	69.2	29.2	1.5	0.5
GA	"georgia,mitchell"	23498	46.4	48.7	4.4	0.5
GA	"georgia,monroe"	26424	72.3	24.8	2	0.8
GA	"georgia,montgomery"	9123	67.3	27.4	5.3	0.3
GA	"georgia,morgan"	17868	71.7	24.8	2.8	0.6
GA	"georgia,murray"	39628	85	2.2	13	0.3
GA	"georgia,muscogee"	189885	43.7	48.5	6.4	2.2
GA	"georgia,newton"	99958	52	43	4.6	0.9
GA	"georgia,oconee"	32808	86.3	6.4	4.4	3.1
GA	"georgia,oglethorpe"	14899	76.7	19.1	3.7	0.4
GA	"georgia,paulding"	142324	75	19.4	5.1	0.9
GA	"georgia,peach"	27695	45.1	47.4	6.8	0.8
GA	"georgia,pickens"	29431	94.5	2.2	2.8	0.4
GA	"georgia,pierce"	18758	84.6	10.3	4.7	0.3
GA	"georgia,pike"	17869	86.8	11.6	1.1	0.3
GA	"georgia,polk"	41475	73.5	14.3	11.8	0.7
GA	"georgia,pulaski"	12010	62.4	32.9	3.9	0.9
GA	"georgia,putnam"	21218	66.1	27.2	6.3	0.5
GA	"georgia,quitman"	2513	50.3	48.3	1.4	0.1
GA	"georgia,rabun"	16276	88.9	2.5	8	0.7
GA	"georgia,randolph"	7719	36	62.6	1.5	0.3
GA	"georgia,richmond"	200549	38	56.8	4.1	1.7
GA	"georgia,rockdale"	85215	40.9	48.6	9.5	1.8
GA	"georgia,schley"	5010	72.1	24.3	3.2	0.7
GA	"georgia,screven"	14593	54.1	44.4	1.2	0.4
GA	"georgia,seminole"	8729	63.2	34.4	2.3	0.4
GA	"georgia,spalding"	64073	60.8	34.5	3.8	0.9
GA	"georgia,stephens"	26175	84.1	12.8	2.4	0.7
GA	"georgia,stewart"	6058	27.3	48.3	24	0.7
GA	"georgia,sumter"	32819	40.9	53	5.2	1.3
GA	"georgia,talbot"	6865	38.4	60.2	1.3	0.1
GA	"georgia,taliaferro"	1717	36.4	61	2	0.6
GA	"georgia,tattnall"	25520	59.5	30.6	9.8	0.4
GA	"georgia,taylor"	8906	57.5	40.2	1.8	0.6
GA	"georgia,telfair"	16500	51.1	38.2	12.3	0.6
GA	"georgia,terrell"	9315	36.1	62.1	1.7	0.3
GA	"georgia,thomas"	44720	58.3	38.1	2.9	0.7
GA	"georgia,tift"	40118	58.7	30.5	10.1	1.3
GA	"georgia,toombs"	27223	62	26.4	11.2	0.7
GA	"georgia,towns"	10471	96.5	1	2	0.4
GA	"georgia,treutlen"	6885	64.9	33.6	1.5	0.2
GA	"georgia,troup"	67044	60.3	34.9	3.2	1.6
GA	"georgia,turner"	8930	54	42.3	3.2	0.4
GA	"georgia,twiggs"	9023	56.1	42.4	1.4	0.2
GA	"georgia,union"	21356	95.3	1.7	2.4	0.4
GA	"georgia,upson"	27153	68.2	29.2	2.2	0.5
GA	"georgia,walker"	68756	92.1	5.7	1.6	0.4
GA	"georgia,walton"	83768	78.4	17.1	3.2	1.1
GA	"georgia,ware"	36312	64.9	31	3.3	0.8
GA	"georgia,warren"	5834	36.6	62.4	0.9	0.4
GA	"georgia,washington"	21187	44.1	53.7	1.9	0.5
GA	"georgia,wayne"	30099	72.3	21.9	5.7	0.5
GA	"georgia,webster"	2799	53.3	43.4	3.5	0.3
GA	"georgia,wheeler"	7421	59.4	36	4.8	0.2
GA	"georgia,white"	27144	93.8	3	2.4	0.5
GA	"georgia,whitfield"	102599	62.2	6.3	31.6	1.3
GA	"georgia,wilcox"	9255	59.9	36.1	3.7	0.5
GA	"georgia,wilkes"	10593	51.9	44.3	3.4	0.5
GA	"georgia,wilkinson"	9563	57.8	39.5	2.2	0.3
GA	"georgia,worth"	21679	69.4	28.6	1.5	0.3
ID	"idaho,ada"	392365	86.5	4	7.1	2.4
ID	"idaho,adams"	3976	94.8	1.8	2.4	0.4
ID	"idaho,bannock"	82839	86.4	3.4	6.7	1.3
ID	"idaho,bear lake"	5986	94.7	1.2	3.6	0.4
ID	"idaho,benewah"	9285	85.3	3.9	2.5	0.3
ID	"idaho,bingham"	45607	74.9	2.4	17.2	0.6
ID	"idaho,blaine"	21376	78	1.7	20	0.9
ID	"idaho,boise"	7028	93.2	2.5	3.5	0.4
ID	"idaho,bonner"	40877	94.4	2.2	2.2	0.5
ID	"idaho,bonneville"	104234	85.3	2.6	11.4	0.8
ID	"idaho,boundary"	10972	92.1	2.4	3.7	0.6
ID	"idaho,butte"	2891	93.8	1.7	4.1	0.2
ID	"idaho,camas"	1117	90.2	3.5	6.7	0.1
ID	"idaho,canyon"	188923	72.3	3.6	23.9	0.8
ID	"idaho,caribou"	6963	93.1	1.6	4.8	0.2
ID	"idaho,cassia"	22952	72.9	2.6	24.9	0.5
ID	"idaho,clark"	982	56.8	2.2	40.5	0.5
ID	"idaho,clearwater"	8761	92	2.3	3.1	0.7
ID	"idaho,custer"	4368	94	1.2	4	0.2
ID	"idaho,elmore"	27038	75.1	6.8	15.2	2.8
ID	"idaho,franklin"	12786	91.8	1.8	6.6	0.1
ID	"idaho,fremont"	13242	85.1	1.9	12.8	0.2
ID	"idaho,gem"	16719	89.1	2.4	8	0.5
ID	"idaho,gooding"	15464	69.6	2.6	28.1	0.5
ID	"idaho,idaho"	16267	92.4	2.2	2.6	0.4
ID	"idaho,jefferson"	26140	87.7	1.7	10.1	0.4
ID	"idaho,jerome"	22374	66.9	2.4	31	0.3
ID	"idaho,kootenai"	138494	92	2.7	3.8	0.7
ID	"idaho,latah"	37244	90.6	3.3	3.6	2.1
ID	"idaho,lemhi"	7936	95	1.9	2.3	0.4
ID	"idaho,lewis"	3821	88.9	2.8	3.3	0.4
ID	"idaho,lincoln"	5208	69.3	2.5	28.3	0.4
ID	"idaho,madison"	37536	91.2	2	5.9	0.9
ID	"idaho,minidoka"	20069	65.2	2.8	32.4	0.4
ID	"idaho,nez perce"	39265	88.7	2.8	2.8	0.7
ID	"idaho,oneida"	4286	95	1.2	2.9	0.5
ID	"idaho,owyhee"	11526	68.3	2.6	25.8	0.5
ID	"idaho,payette"	22623	81.3	3.1	14.9	0.8
ID	"idaho,power"	7817	66.1	2.7	29.8	0.4
ID	"idaho,shoshone"	12765	93.5	2.2	3	0.4
ID	"idaho,teton"	10170	81.5	1.7	16.9	0.5
ID	"idaho,twin falls"	77230	82.7	2.7	13.7	1.2
ID	"idaho,valley"	9862	94.1	1.6	3.9	0.4
ID	"idaho,washington"	10198	80.1	2.3	16.8	0.9
IL	"illinois,adams"	67103	93	5.1	1.2	0.7
IL	"illinois,alexander"	8238	60.5	37.1	1.9	0.2
IL	"illinois,bond"	17768	88.9	7.9	3.1	0.4
IL	"illinois,boone"	54165	75.2	4.6	20.2	1.3
IL	"illinois,brown"	6937	74.8	19.1	5.8	0.2
IL	"illinois,bureau"	34978	90	1.9	7.7	0.7
IL	"illinois,calhoun"	5089	98.3	0.5	0.8	0.2
IL	"illinois,carroll"	15387	94.9	1.9	2.8	0.3
IL	"illinois,cass"	13642	79.4	4.4	16.8	0.3
IL	"illinois,champaign"	201081	70.9	15.2	5.3	8.9
IL	"illinois,christian"	34800	95.8	2.3	1.4	0.5
IL	"illinois,clark"	16335	97.5	1	1.1	0.3
IL	"illinois,clay"	13815	97.2	1.1	1.1	0.5
IL	"illinois,clinton"	37762	92.1	4.7	2.8	0.4
IL	"illinois,coles"	53873	91.6	5.4	2.1	1
IL	"illinois,cook"	5194675	43.9	27.3	24	6.2
IL	"illinois,crawford"	19817	91.9	5.6	1.8	0.5
IL	"illinois,cumberland"	11048	97.9	1.1	0.7	0.2
IL	"illinois,de kalb"	NA	NA	NA	NA	NA
IL	"illinois,de witt"	16561	95.7	1.7	2.1	0.4
IL	"illinois,douglas"	19980	92.2	1.4	6.1	0.4
IL	"illinois,du page"	NA	NA	NA	NA	NA
IL	"illinois,edgar"	18576	97.7	1	1	0.2
IL	"illinois,edwards"	6721	97.5	1.3	0.9	0.3
IL	"illinois,effingham"	34242	96.8	1	1.7	0.4
IL	"illinois,fayette"	22140	93	5.4	1.4	0.2
IL	"illinois,ford"	14081	96	1.7	2.1	0.3
IL	"illinois,franklin"	39561	96.9	1.4	1.2	0.3
IL	"illinois,fulton"	37069	92.8	4.3	2.4	0.3
IL	"illinois,gallatin"	5589	97.1	1.4	1.2	0.1
IL	"illinois,greene"	13886	97.3	1.6	0.8	0.1
IL	"illinois,grundy"	50063	88.9	2.7	8.2	0.7
IL	"illinois,hamilton"	8457	97.4	1.1	1.2	0.2
IL	"illinois,hancock"	19104	97.4	1.2	1	0.2
IL	"illinois,hardin"	4320	96.6	1.1	1.3	0.5
IL	"illinois,henderson"	7331	97.3	1.2	1.1	0.2
IL	"illinois,henry"	50486	92.1	3	4.8	0.4
IL	"illinois,iroquois"	29718	92.4	2.1	5.3	0.3
IL	"illinois,jackson"	60218	76	16.9	4	3.2
IL	"illinois,jasper"	9698	98.1	0.7	0.8	0.2
IL	"illinois,jefferson"	38827	87.4	10	2.1	0.6
IL	"illinois,jersey"	22985	96.9	1.6	1	0.3
IL	"illinois,jo daviess"	22678	95.6	1.4	2.7	0.3
IL	"illinois,johnson"	12582	87.9	9	3	0.2
IL	"illinois,kane"	515269	59	8.3	30.7	3.5
IL	"illinois,kankakee"	113449	73.4	17.3	9	0.9
IL	"illinois,kendall"	114736	74.2	8.1	15.6	3
IL	"illinois,knox"	52919	85.3	9.7	4.8	0.6
IL	"illinois,lake"	703462	65.2	9.6	19.9	6.3
IL	"illinois,la salle"	NA	NA	NA	NA	NA
IL	"illinois,lawrence"	16833	86.1	10.6	3.3	0.2
IL	"illinois,lee"	36031	88.3	6.3	5	0.7
IL	"illinois,livingston"	38950	89.6	6.2	3.9	0.5
IL	"illinois,logan"	30305	87.7	8.8	2.9	0.6
IL	"illinois,mcdonough"	32612	88.9	6.9	2.7	1.8
IL	"illinois,mchenry"	308760	83.7	2.7	11.4	2.5
IL	"illinois,mclean"	169572	81.9	9.7	4.4	4.3
IL	"illinois,macon"	110768	78.4	18.8	1.9	1
IL	"illinois,macoupin"	47765	97	1.6	0.9	0.3
IL	"illinois,madison"	269282	86.7	9.7	2.7	0.8
IL	"illinois,marion"	39437	92.4	5.5	1.4	0.6
IL	"illinois,marshall"	12640	95.9	1.3	2.5	0.4
IL	"illinois,mason"	14666	97.5	1.3	0.8	0.3
IL	"illinois,massac"	15429	89.8	7.9	1.9	0.3
IL	"illinois,menard"	12705	97	1.7	1	0.2
IL	"illinois,mercer"	16434	96.8	1	1.9	0.3
IL	"illinois,monroe"	32957	97.1	1	1.4	0.4
IL	"illinois,montgomery"	30104	94.1	3.8	1.5	0.4
IL	"illinois,morgan"	35547	89.8	7.6	2	0.5
IL	"illinois,moultrie"	14846	97.8	0.9	0.9	0.2
IL	"illinois,ogle"	53497	88.6	2.3	8.9	0.5
IL	"illinois,peoria"	186494	72.7	20.5	3.8	3.1
IL	"illinois,perry"	22350	87.1	9.7	2.7	0.4
IL	"illinois,piatt"	16729	97.3	1.3	1	0.3
IL	"illinois,pike"	16430	96.2	2.4	1	0.2
IL	"illinois,pope"	4470	90.7	6.9	1.4	0.2
IL	"illinois,pulaski"	6161	63.9	34.3	1.6	0.2
IL	"illinois,putnam"	6006	94.1	1.7	4.2	0.2
IL	"illinois,randolph"	33476	86.4	10.7	2.6	0.3
IL	"illinois,richland"	16233	96.6	1.4	1.3	0.7
IL	"illinois,rock island"	147546	75.7	12	11.6	1.6
IL	"illinois,st clair"	270056	62.9	32.7	3.3	1.2
IL	"illinois,saline"	24913	92.4	5.7	1.4	0.4
IL	"illinois,sangamon"	197465	82.5	14	1.8	1.6
IL	"illinois,schuyler"	7544	94.9	3.7	1.2	0.1
IL	"illinois,scott"	5355	98	0.9	0.8	0.2
IL	"illinois,shelby"	22363	98	0.8	0.8	0.3
IL	"illinois,stark"	5994	97.2	1.5	1	0.3
IL	"illinois,stephenson"	47711	85.1	11.5	2.9	0.6
IL	"illinois,tazewell"	135394	95	2.3	1.9	0.7
IL	"illinois,union"	17808	92.4	2.4	4.8	0.3
IL	"illinois,vermilion"	81625	80.4	15.1	4.2	0.7
IL	"illinois,wabash"	11947	96.2	1.8	1.3	0.6
IL	"illinois,warren"	17707	88	3.3	8.4	0.5
IL	"illinois,washington"	14716	96.9	1.5	1.3	0.3
IL	"illinois,wayne"	16760	97.5	1	1.1	0.4
IL	"illinois,white"	14665	97.6	1.1	1.1	0.2
IL	"illinois,whiteside"	58498	85.9	3.5	11	0.5
IL	"illinois,will"	677560	67.2	13.5	15.6	4.6
IL	"illinois,williamson"	66357	91.5	5.5	2	0.8
IL	"illinois,winnebago"	295266	72.5	15	10.9	2.3
IL	"illinois,woodford"	38664	96.5	1.6	1.4	0.6
IN	"indiana,adams"	34387	94.6	1.2	4.1	0.2
IN	"indiana,allen"	355329	76.5	14.7	6.5	2.7
IN	"indiana,bartholomew"	76794	87	3.4	6.2	3.4
IN	"indiana,benton"	8854	93.7	1.6	4.9	0.2
IN	"indiana,blackford"	12766	97.2	1.6	0.9	0.1
IN	"indiana,boone"	56640	93.8	2.2	2.2	1.7
IN	"indiana,brown"	15242	96.8	1.5	1.2	0.3
IN	"indiana,carroll"	20155	95.2	1.2	3.5	0.1
IN	"indiana,cass"	38966	83.7	3	12.6	1.1
IN	"indiana,clark"	110232	85.2	9.2	4.9	0.8
IN	"indiana,clay"	26890	97.2	1.2	1.1	0.2
IN	"indiana,clinton"	33224	85.3	1.7	13.2	0.2
IN	"indiana,crawford"	10713	97	1.3	1.2	0.2
IN	"indiana,daviess"	31648	93.8	1.6	4.2	0.5
IN	"indiana,dearborn"	50047	96.9	1.6	1	0.4
IN	"indiana,decatur"	25740	96.3	1.2	1.7	0.7
IN	"indiana,de kalb"	NA	NA	NA	NA	NA
IN	"indiana,delaware"	117671	88.1	9	1.8	1
IN	"indiana,dubois"	41889	92.6	1.2	6	0.5
IN	"indiana,elkhart"	197559	77.2	8.2	14.1	1
IN	"indiana,fayette"	24277	96.4	2.3	0.9	0.3
IN	"indiana,floyd"	74578	89.2	7.3	2.6	0.9
IN	"indiana,fountain"	17240	96.3	1.2	2.2	0.2
IN	"indiana,franklin"	23087	97.9	0.9	0.9	0.2
IN	"indiana,fulton"	20836	93.3	1.8	4.2	0.5
IN	"indiana,gibson"	33503	94.8	3.4	1.3	0.5
IN	"indiana,grant"	70061	86.5	9.4	3.6	0.6
IN	"indiana,greene"	33165	97.5	1	1	0.3
IN	"indiana,hamilton"	274569	86.4	5.3	3.4	4.8
IN	"indiana,hancock"	70002	94.1	3.3	1.7	0.8
IN	"indiana,harrison"	39364	96.5	1.4	1.5	0.4
IN	"indiana,hendricks"	145448	88.5	6.5	3	2.1
IN	"indiana,henry"	49462	94.9	3.4	1.4	0.3
IN	"indiana,howard"	82752	87.1	9.3	2.7	0.9
IN	"indiana,huntington"	37124	96.1	1.6	1.7	0.4
IN	"indiana,jackson"	42376	91.6	2	5.7	0.8
IN	"indiana,jasper"	33478	92.6	1.7	5.4	0.4
IN	"indiana,jay"	21253	95.8	1.2	2.7	0.4
IN	"indiana,jefferson"	32428	93.9	3	2.3	0.7
IN	"indiana,jennings"	28525	95.9	1.9	2	0.2
IN	"indiana,johnson"	139654	92.3	2.7	3.1	2
IN	"indiana,knox"	38440	94.1	3.9	1.5	0.6
IN	"indiana,kosciusko"	77358	89.9	2.1	7.3	0.8
IN	"indiana,lagrange"	37128	95	1.2	3.5	0.3
IN	"indiana,lake"	496005	55.3	28.2	16.7	1.2
IN	"indiana,la porte"	NA	NA	NA	NA	NA
IN	"indiana,lawrence"	46134	96.6	1.5	1.2	0.5
IN	"indiana,madison"	131636	86.3	10.1	3.2	0.4
IN	"indiana,marion"	903393	59.5	29.5	9.3	2
IN	"indiana,marshall"	47051	89.5	2	8.4	0.5
IN	"indiana,martin"	10334	98	0.8	0.7	0.3
IN	"indiana,miami"	36903	90.3	6.3	2.5	0.3
IN	"indiana,monroe"	137974	86.1	5.7	2.9	5.2
IN	"indiana,montgomery"	38124	92.8	2.1	4.6	0.6
IN	"indiana,morgan"	68894	96.9	1.3	1.2	0.4
IN	"indiana,newton"	14244	93.3	1.4	5	0.3
IN	"indiana,noble"	47536	88.6	1.7	9.6	0.4
IN	"indiana,ohio"	6128	97.4	1.1	1.1	0.3
IN	"indiana,orange"	19840	96.5	2	1	0.3
IN	"indiana,owen"	21575	97.3	1.2	0.9	0.3
IN	"indiana,parke"	17339	95.4	2.9	1.2	0.2
IN	"indiana,perry"	19338	95.3	3.2	1	0.4
IN	"indiana,pike"	12845	97.7	1.1	0.9	0.2
IN	"indiana,porter"	164343	85.9	4.9	8.5	1.2
IN	"indiana,posey"	25910	96.7	2	1	0.3
IN	"indiana,pulaski"	13402	95.7	1.7	2.4	0.2
IN	"indiana,putnam"	37963	92.5	5.1	1.5	0.7
IN	"indiana,randolph"	26171	95.1	1.5	3	0.2
IN	"indiana,ripley"	28818	96.7	1.1	1.5	0.5
IN	"indiana,rush"	17392	96.8	1.5	1.1	0.3
IN	"indiana,st joseph"	266931	75.6	15.6	7.3	1.9
IN	"indiana,scott"	24181	97.1	1	1.5	0.4
IN	"indiana,shelby"	44436	93.7	2.2	3.7	0.5
IN	"indiana,spencer"	20952	95.9	1.3	2.5	0.3
IN	"indiana,starke"	23363	95.1	1.5	3.3	0.2
IN	"indiana,steuben"	34185	95.1	1.5	2.9	0.5
IN	"indiana,sullivan"	21475	92.8	5.5	1.4	0.2
IN	"indiana,switzerland"	10613	97.2	1.1	1.4	0.2
IN	"indiana,tippecanoe"	172780	80.4	6.2	7.5	6.2
IN	"indiana,tipton"	15936	96.4	1.2	2.2	0.4
IN	"indiana,union"	7516	96.9	1.5	1.1	0.3
IN	"indiana,vanderburgh"	179703	85.2	11.4	2.2	1.1
IN	"indiana,vermillion"	16212	97.8	1	0.8	0.2
IN	"indiana,vigo"	107848	86.7	9.1	2.3	1.7
IN	"indiana,wabash"	32888	95.4	1.6	2.1	0.4
IN	"indiana,warren"	8508	97.8	0.8	0.8	0.4
IN	"indiana,warrick"	59689	94	2.7	1.6	1.6
IN	"indiana,washington"	28262	97.4	1.1	1.1	0.3
IN	"indiana,wayne"	68917	89	7.6	2.6	0.8
IN	"indiana,wells"	27636	96.3	1.2	2	0.4
IN	"indiana,white"	24643	91.2	1.7	7.1	0.4
IN	"indiana,whitley"	33292	96.6	1.4	1.5	0.3
IA	"iowa,adair"	7682	97.7	0.8	1.3	0.3
IA	"iowa,adams"	4029	97.3	0.7	0.9	0.6
IA	"iowa,allamakee"	14330	93	1.4	5.3	0.2
IA	"iowa,appanoose"	12887	96.8	1.5	1.4	0.3
IA	"iowa,audubon"	6119	98.2	0.8	0.6	0.4
IA	"iowa,benton"	26076	97.4	1.3	1.1	0.3
IA	"iowa,black hawk"	131090	83.9	11.2	3.7	1.3
IA	"iowa,boone"	26306	95.8	1.8	1.9	0.3
IA	"iowa,bremer"	24276	96.6	1.7	1	0.7
IA	"iowa,buchanan"	20958	97.1	1.4	1.2	0.4
IA	"iowa,buena vista"	20260	67.9	4.4	22.7	5.6
IA	"iowa,butler"	14867	97.9	0.9	0.9	0.2
IA	"iowa,calhoun"	9670	97.9	0.8	0.9	0.2
IA	"iowa,carroll"	20816	96.7	1.3	1.6	0.4
IA	"iowa,cass"	13956	96.7	0.9	1.8	0.2
IA	"iowa,cedar"	18499	96.7	1.3	1.5	0.5
IA	"iowa,cerro gordo"	44151	92.6	2.9	3.8	0.9
IA	"iowa,cherokee"	12072	95.7	1.4	2.3	0.5
IA	"iowa,chickasaw"	12439	96.9	0.8	2.2	0.3
IA	"iowa,clarke"	9286	88.4	1.4	10	0.4
IA	"iowa,clay"	16667	95.1	1.5	2.9	0.6
IA	"iowa,clayton"	18129	96.9	1.2	1.7	0.2
IA	"iowa,clinton"	49116	92.5	4.5	2.5	0.6
IA	"iowa,crawford"	17096	73.4	2.8	24.2	0.6
IA	"iowa,dallas"	66135	88.7	2.9	6.1	2.5
IA	"iowa,davis"	8753	97.7	0.9	1	0.3
IA	"iowa,decatur"	8457	94	2.8	2.1	0.7
IA	"iowa,delaware"	17764	98	0.9	0.8	0.3
IA	"iowa,des moines"	40325	89.4	7.4	2.6	0.7
IA	"iowa,dickinson"	16667	97.5	0.9	1.1	0.4
IA	"iowa,dubuque"	93653	92.9	4	1.9	0.9
IA	"iowa,emmet"	10302	90.5	2.2	7.4	0.4
IA	"iowa,fayette"	20880	95.7	1.9	1.8	0.5
IA	"iowa,floyd"	16303	94.7	2	2	1.3
IA	"iowa,franklin"	10680	87.4	1.9	11.3	0.3
IA	"iowa,fremont"	7441	95.7	1.4	2.5	0.3
IA	"iowa,greene"	9336	96.6	0.9	1.8	0.3
IA	"iowa,grundy"	12453	97.9	0.9	1	0.2
IA	"iowa,guthrie"	10954	96.7	1.1	1.8	0.3
IA	"iowa,hamilton"	15673	91.5	1.7	5	2
IA	"iowa,hancock"	11341	94.7	1.4	3.5	0.4
IA	"iowa,hardin"	17534	93.7	2.3	3.7	0.5
IA	"iowa,harrison"	14928	97.3	1	1.2	0.3
IA	"iowa,henry"	20145	90.1	3.8	3.8	2.3
IA	"iowa,howard"	9566	97.4	1.1	1.2	0.3
IA	"iowa,humboldt"	9815	94.6	1.5	3.6	0.3
IA	"iowa,ida"	7089	97.4	0.8	1.4	0.3
IA	"iowa,iowa"	16355	96.7	1.1	1.9	0.3
IA	"iowa,jackson"	19848	96.9	1.3	1.1	0.2
IA	"iowa,jasper"	36842	95.8	2.2	1.5	0.4
IA	"iowa,jefferson"	16843	86.3	2.9	2.4	8.5
IA	"iowa,johnson"	130882	83.1	7.1	4.7	5.2
IA	"iowa,jones"	20638	95.5	2.6	1.3	0.4
IA	"iowa,keokuk"	10511	97.9	1.1	0.9	0.2
IA	"iowa,kossuth"	15543	97.3	1.1	1.4	0.4
IA	"iowa,lee"	35862	91.6	5.1	3	0.5
IA	"iowa,linn"	211226	89.3	6.3	2.6	1.8
IA	"iowa,louisa"	11387	81.8	2	15.8	0.9
IA	"iowa,lucas"	8898	98	0.8	1	0.2
IA	"iowa,lyon"	11581	97.3	0.7	1.8	0.2
IA	"iowa,madison"	15679	97.2	1.2	1.3	0.3
IA	"iowa,mahaska"	22381	94.9	2.2	1.6	1.1
IA	"iowa,marion"	33309	95.6	1.7	1.6	1.1
IA	"iowa,marshall"	40648	78.2	3.7	17.3	1.3
IA	"iowa,mills"	15059	95.6	1.5	2.4	0.4
IA	"iowa,mitchell"	10776	98	0.7	1	0.3
IA	"iowa,monona"	9243	96.3	1.3	1.2	0.2
IA	"iowa,monroe"	7970	96.3	1.6	2.1	0.4
IA	"iowa,montgomery"	10740	95.6	1.2	2.8	0.2
IA	"iowa,muscatine"	42745	80.8	3.3	15.9	0.8
IA	"iowa,obrien"	NA	NA	NA	NA	NA
IA	"iowa,osceola"	6462	91.9	1.1	6.7	0.3
IA	"iowa,page"	15932	92.7	3.6	2.7	0.7
IA	"iowa,palo alto"	9421	96.7	1.3	1.6	0.3
IA	"iowa,plymouth"	24986	95.2	1.3	3	0.5
IA	"iowa,pocahontas"	7310	96.3	1.4	2.3	0.2
IA	"iowa,polk"	430640	80.7	8.4	7.6	3.5
IA	"iowa,pottawattamie"	93158	89.7	3.3	6.6	0.6
IA	"iowa,poweshiek"	18914	93.6	2.5	2.4	1.4
IA	"iowa,ringgold"	5131	96.8	1.1	1.8	0.3
IA	"iowa,sac"	10350	96.9	1.1	1.9	0.2
IA	"iowa,scott"	165224	82.8	10.1	5.6	2
IA	"iowa,shelby"	12167	96.7	0.9	1.8	0.4
IA	"iowa,sioux"	33704	89.3	1.3	8.9	0.8
IA	"iowa,story"	89542	86.9	4.1	3	6
IA	"iowa,tama"	17767	83.7	2.9	7.4	0.3
IA	"iowa,taylor"	6317	93	1.2	5.8	0.3
IA	"iowa,union"	12534	96	1.7	1.8	0.5
IA	"iowa,van buren"	7570	97.4	0.9	1.2	0.5
IA	"iowa,wapello"	35625	87.5	2.9	9.1	0.7
IA	"iowa,warren"	46225	95.8	1.7	1.9	0.5
IA	"iowa,washington"	21704	92.7	2.1	5.2	0.3
IA	"iowa,wayne"	6403	97.5	1	1.1	0.3
IA	"iowa,webster"	38013	90	5.6	3.8	0.6
IA	"iowa,winnebago"	10866	94.3	1.8	3.3	0.8
IA	"iowa,winneshiek"	21056	95.7	1.4	2	1.1
IA	"iowa,woodbury"	102172	77.6	5.6	13.7	2.4
IA	"iowa,worth"	7598	96.5	1.2	1.9	0.3
IA	"iowa,wright"	13229	88.7	2	9.6	0.2
KS	"kansas,allen"	13371	91.9	4.4	2.9	0.5
KS	"kansas,anderson"	8102	96	1.7	1.5	0.5
KS	"kansas,atchison"	16924	89.5	7.5	2.3	0.4
KS	"kansas,barber"	4861	94.8	1.8	2.4	0.4
KS	"kansas,barton"	27674	83.4	3.4	13.3	0.2
KS	"kansas,bourbon"	15173	92	5.1	2	0.5
KS	"kansas,brown"	9984	84	4.4	3.1	0.3
KS	"kansas,butler"	65880	91	3.9	3.9	0.7
KS	"kansas,chase"	2790	93.1	3	3.6	0.3
KS	"kansas,chautauqua"	3669	89.7	4.2	2.4	0.1
KS	"kansas,cherokee"	21603	89.2	4.5	2	0.3
KS	"kansas,cheyenne"	2726	93.3	0.8	5.2	0.7
KS	"kansas,clark"	2215	88.8	3	7.4	0.8
KS	"kansas,clay"	8535	95.9	1.6	1.9	0.3
KS	"kansas,cloud"	9533	94.8	2	3	0.2
KS	"kansas,coffey"	8601	95.1	2.1	2	0.4
KS	"kansas,comanche"	1891	94.3	1.6	3.9	0.3
KS	"kansas,cowley"	36311	82.2	6.2	9.1	1.6
KS	"kansas,crawford"	39134	89	4.6	4.5	1.2
KS	"kansas,decatur"	2961	96.9	1.5	1	0.2
KS	"kansas,dickinson"	19754	92.7	3	3.9	0.3
KS	"kansas,doniphan"	7945	91.7	5.3	2.1	0.2
KS	"kansas,douglas"	110826	81.7	7.7	5.1	3.7
KS	"kansas,edwards"	3037	80.5	1.7	17.6	0.4
KS	"kansas,elk"	2882	93.5	2.3	2.7	0.4
KS	"kansas,ellis"	28452	91.7	2.4	4.6	1.4
KS	"kansas,ellsworth"	6497	88.2	6.3	5	0.4
KS	"kansas,finney"	36776	46.4	5.1	46.7	3.4
KS	"kansas,ford"	33848	44	4.8	51.2	1.4
KS	"kansas,franklin"	25992	91.9	4	3.6	0.4
KS	"kansas,geary"	34362	59.9	25.3	12.4	3.2
KS	"kansas,gove"	2695	97.1	0.9	1.6	0.4
KS	"kansas,graham"	2597	90.8	6.7	2.3	0.3
KS	"kansas,grant"	7829	54.2	2.9	43.9	0.3
KS	"kansas,gray"	6006	84.1	1.7	14.2	0.2
KS	"kansas,greeley"	1247	84.7	1.9	13.7	0.3
KS	"kansas,greenwood"	6689	93.5	2.5	3.3	0.3
KS	"kansas,hamilton"	2690	67	1.7	30.7	0.3
KS	"kansas,harper"	6034	92.5	1.8	4.9	0.1
KS	"kansas,harvey"	34684	84.6	4	10.8	0.7
KS	"kansas,haskell"	4256	71.3	2.3	27	0.2
KS	"kansas,hodgeman"	1916	91.2	2.7	6.2	0.4
KS	"kansas,jackson"	13462	85.9	3.7	3.3	0.4
KS	"kansas,jefferson"	19126	95	2.3	1.8	0.2
